MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
N1-Methyl-2-pyridone-5-carboxamide,aspartate,1-palmitoleoyl-GPC* (16:1)*,1-methylhistidine,X - 25109,N-acetylneuraminate,3-indoxyl sulfate,beta-citrylglutamate,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),acetylcarnitine (C2),nicotinamide ribonucleotide (NMN),1-arachidonoyl-GPE (20:4n6)*,2-aminoadipate,behenoyl dihydrosphingomyelin (d18:0/22:0)*,X - 25109,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,betaine,thiamin (Vitamin B1),"1,2-dilinoleoyl-GPE (18:2/18:2)*",thiamin (Vitamin B1),3-methylhistidine,gamma-glutamylglutamate,N-methylpipecolate,N6-carboxymethyllysine,"N,N,N-trimethyl-alanylproline betaine (TMAP)",X - 25856,N-methylpipecolate
thiamin (Vitamin B1),behenoyl dihydrosphingomyelin (d18:0/22:0)*,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,X - 10457,thiamin (Vitamin B1),argininate*,ribulose/xylulose,"N,N,N-trimethyl-5-aminovalerate",N-methylpipecolate,urate,12-HHTrE,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,2-aminoheptanoate,3-methylhistidine,thiamin (Vitamin B1),"N,N,N-trimethyl-alanylproline betaine (TMAP)",gamma-aminobutyrate (GABA),saccharopine,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,N-methylpipecolate,2'-deoxycytidine,X - 25109,X - 25856,3-hydroxypalmitate,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),pseudouridine,thiamin (Vitamin B1)
beta-citrylglutamate,beta-citrylglutamate,N-acetyl-1-methylhistidine*,citrulline,3-amino-2-piperidone,4-acetamidobutanoate,mannonate*,N6-carboxymethyllysine,X - 25109,3-indoxyl sulfate,pyroglutamine*,X - 23171,2-hydroxyglutarate,homocitrulline,3-amino-2-piperidone,N-acetyl-aspartyl-glutamate (NAAG),1-linoleoyl-GPG (18:2)*,"5,6-dihydrouridine",pyroglutamine*,aspartate,aspartate,betaine,thiamin (Vitamin B1),saccharopine,X - 23038,3-hydroxyisobutyrate,X - 23639
N-acetyl-aspartyl-glutamate (NAAG),beta-hydroxyisovaleroylcarnitine,cysteine-glutathione disulfide,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),2'-deoxyinosine,5-HETE,N1-methylinosine,N-methylpipecolate,thiamin (Vitamin B1),mannonate*,tetradecadienoate (14:2)*,N-methylpipecolate,2-methylserine,N6-carboxymethyllysine,2'-deoxyinosine,1-arachidonoyl-GPE (20:4n6)*,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),3-amino-2-piperidone,N-acetyl-aspartyl-glutamate (NAAG),betaine,N-acetyl-aspartyl-glutamate (NAAG),"1,2-dilinoleoyl-GPE (18:2/18:2)*",X - 23639,pseudouridine,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,succinate,betaine
4-hydroxybutyrate (GHB),betaine,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,5-HETE,glycylvaline,cysteine-glutathione disulfide,N-acetylglucosamine 6-phosphate,X - 25109,3-amino-2-piperidone,N1-methylinosine,gamma-aminobutyrate (GABA),1-methyladenosine,3-amino-2-piperidone,3-amino-2-piperidone,glycylvaline,aspartate,beta-citrylglutamate,pseudouridine,1-arachidonoyl-GPE (20:4n6)*,X - 10457,"N,N,N-trimethyl-alanylproline betaine (TMAP)",X - 10457,betaine,X - 10457,1-methylhistamine,orotate,pyroglutamine*
X - 10457,"ceramide (d16:1/24:1, d18:1/22:1)*","1,2-dilinoleoyl-GPE (18:2/18:2)*",X - 21928,hydroxyproline,X - 23038,gamma-glutamylthreonine,thiamin (Vitamin B1),2'-deoxyinosine,4-hydroxybutyrate (GHB),arabonate/xylonate,arabinose,3-hydroxyadipate,X - 23085,hydroxyproline,X - 10457,thioproline,methionine sulfone,X - 25979,phenol sulfate,guanosine 2'-monophosphate (2'-GMP)*,"2,4-dihydroxybutyrate",pyroglutamine*,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,2'-deoxyinosine,4-cholesten-3-one,"N,N,N-trimethyl-alanylproline betaine (TMAP)"
"1,5-anhydroglucitol (1,5-AG)",citrate,3-methylhistidine,linoleoyl ethanolamide,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,1-palmitoleoyl-GPC* (16:1)*,5-oxoproline,3-amino-2-piperidone,glycylvaline,dihomo-linoleoylcarnitine (C20:2)*,3-hydroxypalmitate,tetradecadienoate (14:2)*,3-hydroxyhexanoate,"N,N,N-trimethyl-5-aminovalerate",1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,3-amino-2-piperidone,X - 16972,X - 23038,3-methylhistidine,guanosine 2'-monophosphate (2'-GMP)*,"1,2-dilinoleoyl-GPE (18:2/18:2)*",N-acetyl-1-methylhistidine*,"2,4-dihydroxybutyrate",1-methyladenosine,5-HETE,X - 25109,"2,4-dihydroxybutyrate"
S-methylcysteine sulfoxide,citrulline,"5,6-dihydrouridine",X - 23038,N6-carboxymethyllysine,aspartate,inositol 1-phosphate (I1P),2'-deoxyinosine,hydroxyproline,ribulose/xylulose,3-hydroxyisobutyrate,X - 23739,3-hydroxyisobutyrate,X - 25856,N6-carboxymethyllysine,"1,2-dilinoleoyl-GPE (18:2/18:2)*",X - 25979,erythronate*,X - 10457,"1,2-dilinoleoyl-GPE (18:2/18:2)*",3-amino-2-piperidone,N-methylpipecolate,3-methylhistidine,homocitrulline,X - 25856,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,3-methylhistidine
3-amino-2-piperidone,cysteine-glutathione disulfide,"2,4-dihydroxybutyrate",citrate,N-carbamoylglutamate,tetracosadienoylcarnitine (C24:2)*,3-hydroxypalmitate,glycylvaline,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,threonine,myo-inositol,1-palmitoleoyl-GPC* (16:1)*,3-hydroxyoctanoate,hydroxyproline,N-carbamoylglutamate,"5,6-dihydrouridine",X - 23593,"N,N,N-trimethyl-alanylproline betaine (TMAP)",linoleate (18:2n6),beta-citrylglutamate,X - 10457,thiamin (Vitamin B1),guanosine 2'-monophosphate (2'-GMP)*,thiamin (Vitamin B1),1-arachidonoyl-GPE (20:4n6)*,"1,5-anhydroglucitol (1,5-AG)",guanosine 2'-monophosphate (2'-GMP)*
3-hydroxyoctanoate,cystine,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),"1,2-dilinoleoyl-GPE (18:2/18:2)*",saccharopine,arabitol/xylitol,gamma-glutamylglutamate,hydroxyproline,N6-carboxymethyllysine,linoleate (18:2n6),5'- GMP,2-methylserine,3-hydroxypalmitate,saccharopine,saccharopine,2-O-methylascorbic acid,X - 25422,beta-citrylglutamate,citrate,methionine sulfone,1-arachidonoyl-GPE (20:4n6)*,1-arachidonoyl-GPE (20:4n6)*,phenol sulfate,"1,2-dilinoleoyl-GPE (18:2/18:2)*","2,4-dihydroxybutyrate",homocitrulline,phenol sulfate
"1,2-dilinoleoyl-GPE (18:2/18:2)*",cytidine,N-methylpipecolate,N-methylpipecolate,pseudouridine,linolenate (18:3n3 or 3n6),X - 23593,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,N-carbamoylglutamate,N-acetylneuraminate,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,homocitrulline,3-hydroxystearate,beta-citrylglutamate,pseudouridine,beta-citrylglutamate,X - 25109,4-acetamidobutanoate,"5,6-dihydrouridine",saccharopine,methionine sulfone,X - 23038,thioproline,"2,4-dihydroxybutyrate",cysteine-glutathione disulfide,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),X - 23026
N-acetylglucosamine 6-phosphate,cytidine 2' or 3'-monophosphate (2' or 3'-CMP),X - 25109,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,erythronate*,citrate,1-palmitoleoyl-GPC* (16:1)*,N-carbamoylglutamate,saccharopine,tetracosadienoylcarnitine (C24:2)*,guanidinoacetate,thiamin (Vitamin B1),3-indoxyl sulfate,erythronate*,erythronate*,betaine,1-arachidonoyl-GPE (20:4n6)*,X - 23085,betaine,1-arachidonoyl-GPE (20:4n6)*,4-acetamidobutanoate,2'-deoxyinosine,X - 23026,1-palmitoleoyl-GPC* (16:1)*,phenol sulfate,3-methylhistidine,cysteine-glutathione disulfide
mannonate*,deoxycarnitine,thiamin (Vitamin B1),oxalate (ethanedioate),N-acetyl-aspartyl-glutamate (NAAG),1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,1-methylhistidine,"5,6-dihydrouridine",pseudouridine,arachidoyl ethanolamide (20:0)*,N-acetyl-aspartyl-glutamate (NAAG),N-acetylneuraminate,3-methylhistidine,"5,6-dihydrouridine",N-acetyl-aspartyl-glutamate (NAAG),X - 23038,hippurate,2-O-methylascorbic acid,arabonate/xylonate,X - 23038,2-O-methylascorbic acid,5-oxoproline,linoleate (18:2n6),1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,X - 23171,N-methylpipecolate,thioproline
3-hydroxypalmitate,dihomo-linoleoylcarnitine (C20:2)*,3-amino-2-piperidone,2'-AMP,beta-citrylglutamate,3-hydroxypalmitate,X - 23038,saccharopine,erythronate*,palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,1-oleoyl-GPC (18:1),phosphocholine,3-sulfo-nervonoyl-galactosylceramide (d18:1/24:1),argininate*,beta-citrylglutamate,2'-deoxyinosine,3-methylhistidine,phenol sulfate,3-amino-2-piperidone,2-O-methylascorbic acid,pyroglutamine*,3-amino-2-piperidone,myo-inositol,X - 25109,aspartate,1-arachidonoyl-GPE (20:4n6)*,linoleate (18:2n6)
succinate,dihydroxyacetone phosphate (DHAP),2'-deoxyinosine,3-hydroxyhexanoate,4-acetamidobutanoate,thiamin (Vitamin B1),tetracosadienoylcarnitine (C24:2)*,pseudouridine,N-acetyl-aspartyl-glutamate (NAAG),guanosine 3'-monophosphate (3'-GMP),hippurate,myristate (14:0),4-acetamidobutanoate,thioproline,4-acetamidobutanoate,N-acetyl-1-methylhistidine*,X - 23038,pyroglutamine*,methionine sulfone,"2,4-dihydroxybutyrate",betaine,3-hydroxypalmitate,"5,6-dihydrouridine",3-methylhistidine,phosphocholine,1-methylhistamine,myo-inositol
"1,2-dilinoleoyl-GPC (18:2/18:2)",gulonate*,glycylvaline,glycosyl-N-tricosenoyl-sphingosine (d18:1/23:1)*,X - 23085,S-methylcysteine,arachidoyl ethanolamide (20:0)*,erythronate*,beta-citrylglutamate,dimethylarginine (ADMA + SDMA),acetylcarnitine (C2),N-acetyl-aspartyl-glutamate (NAAG),4-cholesten-3-one,4-guanidinobutanoate,X - 23085,methionine sulfone,N6-carboxymethyllysine,N-acetyl-aspartyl-glutamate (NAAG),4-acetamidobutanoate,"5,6-dihydrouridine","5,6-dihydrouridine",1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,X - 23739,N-acetyl-1-methylhistidine*,N-acetylneuraminate,X - 23038,"5,6-dihydrouridine"
glycosyl-N-tricosenoyl-sphingosine (d18:1/23:1)*,heme,hydroxyproline,1-linoleoyl-GPE (18:2)*,2-O-methylascorbic acid,N-acetylglucosamine 6-phosphate,1-methylhistamine,N-acetyl-aspartyl-glutamate (NAAG),N-acetylglutamine,glutamate,X - 23171,guanosine 2'-monophosphate (2'-GMP)*,4-guanidinobutanoate,betaine,2-O-methylascorbic acid,spermine,ascorbic acid 2-sulfate,spermine,"N,N,N-trimethyl-alanylproline betaine (TMAP)",X - 25856,beta-citrylglutamate,myo-inositol,3-amino-2-piperidone,3-amino-2-piperidone,guanosine 2'-monophosphate (2'-GMP)*,thiamin (Vitamin B1),X - 23739
betaine,hippurate,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,X - 23085,"N,N,N-trimethyl-5-aminovalerate",2-O-methylascorbic acid,palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,behenoyl dihydrosphingomyelin (d18:0/22:0)*,4-acetamidobutanoate,sedoheptulose-7-phosphate,aspartate,docosadienoylcarnitine (C22:2)*,4-hydroxybutyrate (GHB),4-acetamidobutanoate,"N,N,N-trimethyl-5-aminovalerate",4-acetamidobutanoate,3-hydroxypalmitate,1-arachidonoyl-GPE (20:4n6)*,X - 23739,linoleate (18:2n6),linoleate (18:2n6),saccharopine,X - 25422,X - 23085,citrate,"2,4-dihydroxybutyrate",3-amino-2-piperidone
guanidinoacetate,phosphocholine,N6-carboxymethyllysine,glycerol 3-phosphate,behenoyl dihydrosphingomyelin (d18:0/22:0)*,homocarnosine,guanosine 3'-monophosphate (3'-GMP),4-acetamidobutanoate,"5,6-dihydrouridine",succinate,1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*,pyroglutamine*,5'- GMP,X - 10457,behenoyl dihydrosphingomyelin (d18:0/22:0)*,pyroglutamine*,sedoheptulose-7-phosphate,argininate*,phosphocholine,3-hydroxypalmitate,X - 23038,hydroxyproline,N-acetyl-aspartyl-glutamate (NAAG),"N,N,N-trimethyl-5-aminovalerate",1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,1-palmitoleoyl-GPC* (16:1)*,X - 25422
1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,pseudouridine,N-carbamoylglutamate,glycerophosphorylcholine (GPC),N1-Methyl-2-pyridone-5-carboxamide,methionine sulfone,dimethylarginine (ADMA + SDMA),glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*,"N,N,N-trimethyl-5-aminovalerate",X - 23038,phenol sulfate,"1,2-dipalmitoyl-GPG (16:0/16:0)","5,6-dihydrouridine",pseudouridine,N1-Methyl-2-pyridone-5-carboxamide,guanosine 2'-monophosphate (2'-GMP)*,N-acetylglutamine,tetradecadienoate (14:2)*,X - 23171,gamma-aminobutyrate (GABA),N-acetyl-1-methylhistidine*,linoleate (18:2n6),X - 23171,X - 25856,N-methylpipecolate,5-oxoproline,N-acetyl-aspartyl-glutamate (NAAG)
saccharopine,pyroglutamine*,erythronate*,salicylate,X - 16972,docosadienoylcarnitine (C22:2)*,glutamate,2-O-methylascorbic acid,dihydroxyacetone phosphate (DHAP),beta-hydroxyisovaleroylcarnitine,1-palmitoleoyl-GPC* (16:1)*,glucose,5-(galactosylhydroxy)-L-lysine,pyroglutamine*,X - 16972,myo-inositol,saccharopine,X - 23026,2'-deoxycytidine,myo-inositol,myo-inositol,pseudouridine,"1,2-dilinoleoyl-GPE (18:2/18:2)*",hydroxyproline,thiamin (Vitamin B1),N6-carboxymethyllysine,X - 23171
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),pyruvate,N-acetyl-aspartyl-glutamate (NAAG),pyruvate,X - 25856,N1-Methyl-2-pyridone-5-carboxamide,X - 23639,"N,N,N-trimethyl-alanylproline betaine (TMAP)",N1-Methyl-2-pyridone-5-carboxamide,5-HETE,X - 23593,3-amino-2-piperidone,5-HETE,N-methylpipecolate,X - 25856,saccharopine,5-oxoproline,guanosine 2'-monophosphate (2'-GMP)*,saccharopine,3-amino-2-piperidone,citrate,X - 23593,X - 23593,5-oxoproline,X - 23639,X - 25422,"1,2-dilinoleoyl-GPE (18:2/18:2)*"
X - 25856,ribonate,beta-citrylglutamate,"2,4-dihydroxybutyrate",spermine,N-methylpipecolate,beta-hydroxyisovaleroylcarnitine,dimethylglycine,4-cholesten-3-one,gamma-glutamylthreonine,X - 15161,tetracosadienoylcarnitine (C24:2)*,5-oxoproline,X - 22771,spermine,2'-deoxycytidine,phenol sulfate,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,N-acetyl-1-methylhistidine*,2'-deoxyinosine,2'-deoxyinosine,N-acetylglutamine,guanidinoacetate,beta-citrylglutamate,orotate,N-acetylglutamine,X - 23593
homocitrulline,ribulose/xylulose,4-acetamidobutanoate,phenol sulfate,phenol sulfate,1-methylhistidine,threonine,X - 23085,tetradecadienoate (14:2)*,X - 14837,orotate,4-cholesten-3-one,6-oxopiperidine-2-carboxylate,X - 25979,phenol sulfate,"2,4-dihydroxybutyrate",X - 10457,X - 10457,myo-inositol,pseudouridine,X - 25979,beta-citrylglutamate,spermine,erythronate*,2-O-methylascorbic acid,phosphocholine,guanidinoacetate
arabonate/xylonate,saccharopine,X - 23085,3-hydroxyadipate,tetradecadienoate (14:2)*,5-oxoproline,5-HETE,argininate*,glycylleucine,cystine,phenylalanylglycine,spermine,CMP,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,tetradecadienoate (14:2)*,pseudouridine,myo-inositol,2'-deoxyinosine,dihomo-linoleoylcarnitine (C20:2)*,N-acetyl-1-methylhistidine*,gamma-aminobutyrate (GABA),citrate,4-acetamidobutanoate,"5,6-dihydrouridine",thioproline,N-acetyl-aspartyl-glutamate (NAAG),spermine
ximenoylcarnitine (C26:1)*,salicylate,2-O-methylascorbic acid,methylsuccinate,glycylleucine,palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,myo-inositol,S-methylcysteine sulfoxide,2-hydroxyglutarate,docosadienoylcarnitine (C22:2)*,3-hydroxystearate,3-hydroxyadipate,CoA-glutathione*,15-HETE,glycylleucine,erythronate*,2-O-methylascorbic acid,N-acetyl-1-methylhistidine*,docosadienoylcarnitine (C22:2)*,N-acetyl-aspartyl-glutamate (NAAG),X - 23171,"5,6-dihydrouridine",citrulline,linoleate (18:2n6),1-methyladenosine,X - 23739,4-acetamidobutanoate
docosadienoylcarnitine (C22:2)*,sebacate (C10-DC),"N,N,N-trimethyl-5-aminovalerate",cytidine 2' or 3'-monophosphate (2' or 3'-CMP),2-hydroxyglutarate,guanosine 3'-monophosphate (3'-GMP),dihomo-linoleoylcarnitine (C20:2)*,spermine,S-methylcysteine sulfoxide,gamma-aminobutyrate (GABA),myristate (14:0),N-acetylglucosamine 6-phosphate,"N,N,N-trimethyl-5-aminovalerate",N-carbamoylglutamate,2-hydroxyglutarate,linoleate (18:2n6),erythronate*,X - 25979,X - 14837,X - 23593,saccharopine,erythronate*,beta-citrylglutamate,X - 21928,saccharopine,N-acetylneuraminate,phosphocholine
X - 23171,sedoheptulose-7-phosphate,N1-Methyl-2-pyridone-5-carboxamide,4-guanidinobutanoate,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,guanosine 2'-monophosphate (2'-GMP)*,X - 14837,phenol sulfate,1-arachidonoyl-GPE (20:4n6)*,5-(galactosylhydroxy)-L-lysine,glycerol 3-phosphate,gamma-glutamylthreonine,"N,N,N-trimethyl-alanylproline betaine (TMAP)",N-acetyl-1-methylhistidine*,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,X - 23171,gamma-glutamylglutamate,phosphocholine,spermine,spermine,spermine,X - 25856,X - 16972,betaine,N1-Methyl-2-pyridone-5-carboxamide,tetradecadienoate (14:2)*,2'-AMP
2-aminoheptanoate,spermidine,X - 16972,argininate*,1-arachidonoyl-GPE (20:4n6)*,2-aminoheptanoate,cystine,tetradecadienoate (14:2)*,pyroglutamine*,N-acetylglucosamine 6-phosphate,"1,5-anhydroglucitol (1,5-AG)",1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,N-acetyl-1-methylhistidine*,N1-Methyl-2-pyridone-5-carboxamide,1-arachidonoyl-GPE (20:4n6)*,citrate,1-methyladenosine,aspartate,N1-Methyl-2-pyridone-5-carboxamide,X - 25979,arabonate/xylonate,mannonate*,erythronate*,argininate*,1-methylhistidine,arabinose,citrulline
glutarylcarnitine (C5-DC),spermine,X - 25856,ribulose/xylulose,pyroglutamine*,linoleoyl ethanolamide,docosadienoylcarnitine (C22:2)*,glycylleucine,X - 23026,N6-succinyladenosine,N-acetylneuraminate,inositol 1-phosphate (I1P),N-acetyl-3-methylhistidine*,X - 23026,pyroglutamine*,gamma-aminobutyrate (GABA),methionine sulfone,15-HETE,4-cholesten-3-one,X - 16972,X - 23085,tetracosadienoylcarnitine (C24:2)*,2-O-methylascorbic acid,4-guanidinobutanoate,5-oxoproline,1-methyladenosine,beta-citrylglutamate
arachidoyl ethanolamide (20:0)*,stachydrine,spermine,N-acetylneuraminate,X - 23026,beta-hydroxyisovaleroylcarnitine,1-methyl-5-imidazoleacetate,2-hydroxyglutarate,argininate*,5-oxoproline,X - 23639,cysteine-glutathione disulfide,N-acetyl-aspartyl-glutamate (NAAG),glutarylcarnitine (C5-DC),X - 23026,X - 25979,citrulline,betaine,pseudouridine,erythronate*,pseudouridine,glycylvaline,3-hydroxypalmitate,4-acetamidobutanoate,X - 23739,X - 16972,X - 16972
1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,succinate,phenol sulfate,N1-Methyl-2-pyridone-5-carboxamide,argininate*,"5,6-dihydrouridine",5-(galactosylhydroxy)-L-lysine,1-arachidonoyl-GPE (20:4n6)*,2-aminoheptanoate,cytidine,citrate,N-acetyl-1-methylhistidine*,N-acetylglucosamine 6-phosphate,linoleate (18:2n6),argininate*,tetradecadienoate (14:2)*,cysteine-glutathione disulfide,X - 23739,X - 23038,5-oxoproline,erythronate*,X - 23085,glycerophosphorylcholine (GPC),N-methylpipecolate,2-aminoheptanoate,3-hydroxyhexanoate,erythronate*
X - 21928,tetracosadienoylcarnitine (C24:2)*,tetradecadienoate (14:2)*,guanosine 2'-monophosphate (2'-GMP)*,2-aminoheptanoate,"N,N,N-trimethyl-5-aminovalerate",3-hydroxyadipate,pyroglutamine*,X - 16972,glycerol 3-phosphate,glycylvaline,1-methylhistidine,N-acetylglucosamine/N-acetylgalactosamine,N-acetyl-aspartyl-glutamate (NAAG),2-aminoheptanoate,X - 23085,1-palmitoleoyl-GPC* (16:1)*,hydroxyproline,2-O-methylascorbic acid,pyroglutamine*,phosphocholine,N-acetyl-aspartyl-glutamate (NAAG),arabinose,pyroglutamine*,linoleoyl ethanolamide,docosadienoylcarnitine (C22:2)*,2-O-methylascorbic acid
"N,N,N-trimethyl-5-aminovalerate",tetradecadienoate (14:2)*,glycylleucine,N6-succinyladenosine,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,glucose,lignoceroylcarnitine (C24)*,X - 23026,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,1-methyladenosine,"5,6-dihydrouridine",mannonate*,N-acetylglutamine,guanidinoacetate,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,phosphocholine,"5,6-dihydrouridine","N,N,N-trimethyl-5-aminovalerate",gamma-aminobutyrate (GABA),4-cholesten-3-one,3-hydroxypalmitate,2-O-methylascorbic acid,phosphocholine,X - 22771,erythronate*,3-hydroxystearate,3-hydroxypalmitate
1-linoleoyl-GPC (18:2),thiamin (Vitamin B1),2-hydroxyglutarate,X - 25979,15-HETE,X - 22771,linoleate (18:2n6),1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,15-HETE,leucylglycine,guanosine 2'-monophosphate (2'-GMP)*,lignoceroylcarnitine (C24)*,N-acetylneuraminate,2'-O-methylcytidine,15-HETE,X - 23026,succinate,"2,4-dihydroxybutyrate",guanosine 2'-monophosphate (2'-GMP)*,4-acetamidobutanoate,X - 23739,1-methylhistamine,1-methylhistamine,X - 25979,docosadienoylcarnitine (C22:2)*,pyroglutamine*,gamma-aminobutyrate (GABA)
guanosine 2'-monophosphate (2'-GMP)*,thioproline,1-arachidonoyl-GPE (20:4n6)*,"1,5-anhydroglucitol (1,5-AG)",phosphocholine,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,"1,2-dipalmitoyl-GPG (16:0/16:0)",1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,phosphocholine,glycosyl-N-stearoyl-sphingadienine (d18:2/18:0)*,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),propionylcarnitine (C3),N-carbamoylglutamate,glycerophosphorylcholine (GPC),phosphocholine,3-hydroxypalmitate,1-methylhistamine,3-hydroxypalmitate,erythronate*,N-acetylglutamine,"2,4-dihydroxybutyrate",X - 23171,pseudouridine,myo-inositol,betaine,3-amino-2-piperidone,glycerophosphorylcholine (GPC)
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,threonine,pyroglutamine*,N-acetyl-1-methylhistidine*,X - 23739,saccharopine,1-methyladenosine,X - 10457,X - 23739,5'- GMP,"1,2-dipalmitoyl-GPG (16:0/16:0)",N6-succinyladenosine,N-methylpipecolate,2'-deoxyinosine,X - 23739,N1-Methyl-2-pyridone-5-carboxamide,2'-deoxyinosine,N1-Methyl-2-pyridone-5-carboxamide,5-(galactosylhydroxy)-L-lysine,X - 23171,N1-Methyl-2-pyridone-5-carboxamide,aspartate,15-HETE,15-HETE,"5,6-dihydrouridine",sedoheptulose-7-phosphate,arabinose
myo-inositol,trigonelline (N'-methylnicotinate),X - 23026,arabonate/xylonate,X - 25979,gamma-aminobutyrate (GABA),leucylglycine,1-linoleoyl-GPE (18:2)*,X - 25979,3-sulfo-nervonoyl-galactosylceramide (d18:1/24:1),trimethylamine N-oxide,glycerophosphoethanolamine,N1-Methyl-2-pyridone-5-carboxamide,N-acetylglucosamine 6-phosphate,X - 25979,1-methylhistamine,orotidine,4-cholesten-3-one,beta-citrylglutamate,citrate,X - 23593,4-acetamidobutanoate,X - 23038,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,succinate,myristate (14:0),1-methylhistamine
1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),trimethylamine N-oxide,argininate*,nicotinamide ribonucleotide (NMN),1-linoleoyl-GPE (18:2)*,3-hydroxyhexanoate,glycosyl-N-stearoyl-sphingadienine (d18:2/18:0)*,15-HETE,1-linoleoyl-GPE (18:2)*,cytidine 2' or 3'-monophosphate (2' or 3'-CMP),"N,N,N-trimethyl-alanylproline betaine (TMAP)",3-hydroxyhexanoate,N1-methylinosine,hippurate,1-linoleoyl-GPE (18:2)*,X - 23739,X - 25948,citrate,2'-deoxyinosine,1-methylhistamine,tetradecadienoate (14:2)*,"N,N,N-trimethyl-5-aminovalerate",saccharopine,2'-deoxyinosine,"N,N,N-trimethyl-5-aminovalerate",glucose,15-HETE
"1,2-dipalmitoyl-GPG (16:0/16:0)",urate,2-aminoheptanoate,X - 23639,X - 10457,pyroglutamine*,5'- GMP,phosphocholine,X - 10457,ximenoylcarnitine (C26:1)*,4-hydroxybutyrate (GHB),1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,N6-carboxymethyllysine,phosphocholine,X - 10457,5-oxoproline,X - 23171,1-linoleoyl-GPE (18:2)*,threonine,X - 23085,X - 23026,phenol sulfate,cysteine-glutathione disulfide,N-carbamoylglutamate,3-hydroxyisobutyrate,tetracosadienoylcarnitine (C24:2)*,X - 23038
gamma-aminobutyrate (GABA),propionylcarnitine (C3),1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,thioproline,S-methylcysteine sulfoxide,succinate,3-sulfo-nervonoyl-galactosylceramide (d18:1/24:1),X - 25979,phenol sulfate,6-oxopiperidine-2-carboxylate,arabitol/xylitol,N1-methylinosine,N6-succinyladenosine,aspartate,S-methylcysteine sulfoxide,"N,N,N-trimethyl-5-aminovalerate",N-methylpipecolate,X - 25856,palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,phosphocholine,X - 25856,X - 16972,tetradecadienoate (14:2)*,N-acetylglutamine,3-hydroxyhexanoate,"1,2-dipalmitoyl-GPG (16:0/16:0)",tetradecadienoate (14:2)*
