MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
LINC00467,SAP130,POLG,PFKP,NPAS2,ARMCX2,PPP6R1,CTNND2,YY1,PRICKLE2,DCST2,ANKMY1,KCMF1,FBXO24,NPAS2,ORAI2,PIK3R2,YARS2,CMTM4,KIF3C,CMTM4,ADCY9,RALBP1,RABIF,KLHL1,MRPS6,KIF3C
LRRC57,SCN3A,TTC23-AS1,CZIB,TRIM45,CNOT4,ARG2,NPY1R,TRIM45,ARMC9,OTUD4,RN7SL832P,KCNK2,PPID,TRIM45,CCT5,CMTM4,RFX3-DT,SNTB2,TTBK1,CCT5,NHSL3,C19orf48P,IRF2-DT,SENP3,NHSL3,TNPO3
STAU1,SENP3,NHSL3,ARG2,FAM53C,LINC03072,GOLPH3,NPAS2,FAM53C,HEXIM1,PFKP,RALBP1,KHDRBS3,TTLL3,FAM53C,SAMTOR,MIOS-DT,SAMTOR,TOM1L1,DRD1,RSPO3,RAPGEF1,KIF3C,NCAM1-AS2,ATP1B3,NPY1R,RFX3-DT
RAPGEF1,SEPTIN7-DT,OTUD4,CTNND2,HTR1E,CCDC191,CACNA1H,TRIM45,HTR1E,DNAJB6,NUS1,OTUD4,KIF21B,ATP1B3,HTR1E,KIF3C,TTBK1,DUSP19,NHSL3,PARLP2,NUDT9,FAM220A,TNPO3,CNOT4,CRKL,NUDT9,ATP1B3
ELAVL1,SIMC1,USP35,ZNF280B,TOM1L1,KIF21B,TMEM243,FAM53C,TOM1L1,TMEM243,ZNF596,MED21,KIF3C,CACYBP,TOM1L1,SNTB2,SNX16,TMEM147-AS1,NCKAP1,RAPGEF1,RNF31,MSL1,RFX3-DT,DNAJB6,MRPS6,GPR199P,ST7-AS1
BLTP2,SIRT4,SENP3,NUDT9,TTC23-AS1,GPR63,ING1,HTR1E,TTC23-AS1,RALBP1,RALBP1,SMIM14-DT,KLHL1,MON1A,TTC23-AS1,UBE2Q1,RN7SL832P,ZNF662,LRRC57,CBL,PNRC2,SIRT4,ST7-AS1,PFKP,PNRC2,MSL1,EFNB2
MAFG,SLC35F3,CACYBP,NPAS2,NSMCE3,RN7SL832P,ASB16-AS1,TRAPPC6A,ARL10,NUS1,GPR63,SEPTIN7-DT,KLHL29,LRRC57,NSMCE3,TFE3,SNX27,TTC23-AS1,SENP3,CTNND2,CACNA1H,RN7SL832P,EFNB2,PARLP2,YY1,EFNB2,XPO7
UBAP1,SLC38A2,PHF23,PARLP2,ARL10,TNPO3,SAMTOR,NSMCE3,UBE2Q1,MRPS6,CACYBP,PAN3-AS1,LINC-PINT,BAG2,ARL10,ARMCX2,FPGS,CELF4,CACYBP,RNF31,SNX16,CEP76,XPO7,TCF20,POLG,LRRN2,CCT5
SLC38A2,SLC5A3,DUSP19,CACNA1H,UBE2Q1,FAM220A,CHIC2,TTC23-AS1,NCKAP1,ZNF662,S100B,H2AZ1,LINC00467,PNPLA6,UBE2Q1,NPY1R,KCMF1,UBE2Q1,PHF23,SNX16,NCKAP1,MRPS6,CEP76,YARS2,HEXIM1,CEP19,TTLL3
TBCK,SMIM14-DT,EFNB2,CELF4,NCKAP1,SAP130,CACYBP,ARL10,SRRM2-AS1,FOXK2,C19orf48P,NT5C,LINC01102,BRPF3,NCKAP1,LRRC57,POLG,FILIP1L,GPR199P,C19orf48P,KIF3C,CNOT4,NPY1R,SRRM2-AS1,FBXO24,DCST2,TOM1L1
PFKP,SNTB2,LINC02607,BRPF3,FILIP1L,CRKL,CHD3,UBE2Q1,FILIP1L,AP1M1,CTNND2,INKA2,LINC02607,ARL10,FILIP1L,CBL,ZNF662,CACNA1H,TTBK1,PRICKLE2,CZIB,TTBK1,CCT5,NIM1K,BAG2,MIRLET7IHG,ADCY9
CTNND2,SNX16,ARMCX2,SMIM14-DT,GPR63,PIP5K1C,APOM,NCKAP1,XPO7,MED21,CACNA1H,CREB3L4,LINC03072,CACNA1H,GPR63,KLHL29,YARS2,ARMCX2,ORAI2,HECA,SAMTOR,LRRC57,TTLL3,RFX3-DT,TNPO3,TMEM243,NPY1R
TOM1L1,SNX27,GNPNAT1,PRICKLE2,XPO7,TFE3,FBXO24,FILIP1L,TOP1,RFX3-DT,CCDC127,MRPS6,LOC105376654,LINC03072,XPO7,FGFR1OP2,ZMAT1,MRPS6,INKA2,FGFR1OP2,ORAI2,RABIF,TOM1L1,RN7SL832P,TFE3,LRRC57,MRPS6
CDK8,SRRM2-AS1,CSNK2A2,TRAPPC6A,TOP1,CGGBP1,SLC35F3,GPR63,CACYBP,APOM,PMPCB,AP1M1,LRRC57,BRD9,TOP1,MRPS6,RNF31,GPR63,CZIB,CZIB,SNTB2,NCAM1-AS2,ADCY9,TRIM45,IRF2-DT,CACNA1H,CMTM4
KCNK2,ST7-AS1,STAU1,MC4R,CACYBP,PHF23,CCT8,XPO7,S100B,RIC8B,CLCN6,DYNLL1,LRRN2,NHSL3,CACYBP,RFX3-DT,CCT2,PHF23,PNRC2,AHSA1,USP35,AHSA1,MRPS6,CDC6,ADCY9,INKA2,H2AZ1
FAM171A2,STAU1,FAM171A2,FOXK2,S100B,CHD3,TMEM123-DT,TOP1,PIP5K1C,USP35,TOM1L1,IRF2-DT,MAFG,TRIO,S100B,CEP76,TMEM147-AS1,BSN,PDS5A,SNTB2,PHF23,CCDC191,CMTM4,LRRN2,CTNND2,ORAI2,DUSP19
CMTM4,TBCK,RHOT1,ARHGAP19-SLIT1,PIP5K1C,POLG,ATP1B3,CACYBP,SMIM14-DT,PAN3-AS1,GOLPH3,ARG2,MAPK13,EFNB2,PIP5K1C,PNRC2,GPR199P,STAU1,SAMTOR,CCT5,C19orf48P,CCT2,KLHL29,CCDC191,UHMK1,DUSP19,ASB16-AS1
PLPBP,MBOAT7,PIK3R2,ACTN1,KIF3C,RHOT1,CDK8,S100B,ARMC9,CLCN6,DUSP19,GPR199P,MARK4,LINC00467,KIF3C,CMTM4,PARLP2,S100B,PIK3R2,NCKAP1,NPY1R,HECA,H2AZ1,MIRLET7IHG,BSN,C19orf48P,TTC23-AS1
MED21,ZNF662,CMTM4,TBCK,RSPO3,FGFR1OP2,FAM220A,ASB16-AS1,FOXK2,TTLL3,SENP3,NUS1,MAST2,RNF31,RSPO3,LRRN2,HUS1,TRIO,LINC01102,HEXIM1,SRRM2-AS1,HUS1,DUSP19,DCST2,TRIO,ARG2,CEP19
PNRC2,MAST2,YARS2,CNOT4,SMIM14-DT,PMPCB,PGBD5,ARSK,MBD1,ANKMY1,NCKAP1,ST7-AS1,MBD1,TRAPPC6A,SMIM14-DT,TCF20,C19orf48P,EFNB2,DCST2,EFNB2,NMT1,C19orf48P,ASB16-AS1,CRKL,ST7-AS1,PHF23,CSNK2A2
PGBD5,C9orf40,ACTN1,SLC35F3,MC4R,RANBP9,NT5C,PIP5K1C,MIRLET7IHG,RAPGEF1,YY1,DNAJB6,MBOAT7,MBOAT7,MC4R,CACNA1H,RABIF,CACYBP,TFE3,PIK3R2,CBL,CZIB,TTC23-AS1,UNC5A,S100B,CACYBP,MBOAT7
GID4,CACYBP,TMEM147-AS1,CRKL,POLG,ANKRD52,DYNLL1,MC4R,DCST2,MAPK13,POLG,ZNF596,MC4R,RALBP1,POLG,HEXIM1,SAP130,ACTN1,NUDT9,NMT1,POLG,RSPO3,CEP19,SAMTOR,HECA,MLLT3,TRIO
UHMK1,CBL,RABIF,NT5C,FPGS,S100B,ELAVL1,FPGS,CACNA1H,PMPCB,GID4,ARMC9,MED21,CREB3L4,FPGS,POLG,MBD1,ASB16-AS1,RABIF,KHDRBS3,LRRN2,MBD1,CSNK2A2,CDK8,LRRN2,GPR63,MAFG
MAST2,CCDC127,ADCY9,TTLL3,FGFR1OP2,SRRM2-AS1,BICD2,FGFR1OP2,DNAJC27-AS1,NT5C,EFNB2,CCT8,MIOS-DT,NSMCE3,FGFR1OP2,UHMK1,PFKP,HEXIM1,ADCY9,TFE3,FGFR1OP2,H2AZ1,MAFG,APOM,NPAS2,ASB16-AS1,PNRC2
DNAJC27-AS1,CCDC191,MAFG,MIRLET7IHG,SAMTOR,BRPF3,CCDC127,SAMTOR,PRKAB1,CHD3,NT5C,LINC01102,MIRLET7IHG,ANKRD11,SAMTOR,KHDRBS3,SLC5A3,POLG,FILIP1L,RFX3-DT,PRICKLE2,PARLP2,BAG2,CGGBP1,MBOAT7,PRICKLE2,MLLT3
RHOT1,CCT2,CCT5,TOM1L1,ZMAT1,RABIF,BSN,ZMAT1,CLCN6,ATP1B3,ARMC9,NHSL3,MLLT3,SNX16,ZMAT1,SIRT4,NUDT9,NCKAP1,CCT5,CEP76,CACYBP,LRRN2,MBOAT7,FBXO24,ORAI2,SNTB2,USP35
GPR199P,CCT5,TCF20,USP35,SLC38A2,DCST2,LINC01102,SLC38A2,CCT2,PDS5A,RNF31,TMEM243,MON1A,TBCK,SLC38A2,C9orf40,IRF2-DT,MBOAT7,MIRLET7IHG,LRRN2,TFE3,EFNB2,PNRC2,PPID,NHSL3,UBAP1,FAM220A
PAN3-AS1,CCT8,MAST2,FBXO24,XPA,TTBK1,CREB3L4,XPA,CEP76,CCT8,ORAI2,CCT2,MRPS6,SAP130,XPA,MBD1,TFE3,GPR199P,C19orf48P,LRRC57,LRRC57,TCF20,TRIO,TTLL3,TMEM243,RAPGEF1,NCKAP1
MARK4,CDC6,SNX27,CCT5,BAG2,MC4R,NPEPPS,BAG2,TNPO3,SENP3,CSNK2A2,CCDC127,MSL1,NPAS2,BAG2,ST7-AS1,KIF3C,FGFR1OP2,RNF31,ATP1B3,ST7-AS1,PNRC2,MLLT3,ATP1B3,SEPTIN7-DT,LINC02607,RANBP9
FOXK2,CDK8,LOC105376654,TMEM147-AS1,RNF31,IRF2-DT,KCMF1,RNF31,RN7SL832P,SLC35F3,PAN3-AS1,ZNF280B,NCAM1-AS2,RSPO3,RNF31,SRRM2-AS1,DRD1,SRRM2-AS1,SEPTIN7-DT,MBD1,RFX3-DT,ARHGAP19-SLIT1,USP35,CACYBP,DYNLL1,RHOT1,CACNA1H
YY1,CELF4,SIMC1,CACYBP,LINC-PINT,HEXIM1,TTLL3,LINC-PINT,MAPK13,ZNF280B,PDS5A,PMPCB,NCKAP1,ZMAT1,LINC-PINT,ZNF662,MBOAT7,MIRLET7IHG,TRIM45,CACNA1H,PIK3R2,LINC03072,FAM220A,MON1A,CSNK2A2,ZNF662,PIP5K1C
ATP1B3,CEP19,NCAM1-AS2,EFNB2,MSL1,ATP1B3,PMPCB,MSL1,ZNF280B,ARSK,XPO7,MAPK13,NHSL3,GOLPH3L,MSL1,RABIF,S100B,ATP1B3,NCAM1-AS2,RABIF,TMEM243,TFE3,NCKAP1,LRRC57,LRRC57,FAM171A2,LINC03072
BSN,CEP76,BRPF3,SAP130,HECA,SLC35F3,RIC8B,HECA,PAN3-AS1,SMIM14-DT,MC4R,CHD3,NIM1K,H2AZ1,HECA,S100B,NPEPPS,RABIF,BRPF3,NHSL3,AHSA1,ST7-AS1,TFE3,BAG2,GNPNAT1,RFX3-DT,TCF20
CZIB,CGGBP1,MON1A,HTR1E,CHIC2,RIC8B,KIF21B,CHIC2,NPEPPS,HECA,ZNF280B,APOM,NMT1,XPO7,CHIC2,NHSL3,ORAI2,NHSL3,MON1A,ZNF662,PAN3-AS1,UHMK1,KHDRBS3,BRPF3,PDS5A,ATP1B3,ORAI2
C1orf52,CHD3,MIOS-DT,SLC5A3,C1orf52,HECA,NMT1,C1orf52,LINC00467,LRRC57,NPAS2,TTLL3,NPAS2,HECA,C1orf52,ATP1B3,LINC03072,RNF31,CELF4,TCF20,DCST2,BSN,RANBP9,ARL10,NPY1R,MBD1,CNOT4
NSMCE3,CHIC2,CCDC191,FAM220A,DRD1,ARHGAP19-SLIT1,ARHGAP19-SLIT1,DRD1,APOM,MAFG,STAU1,ELAVL1,NPEPPS,TTBK1,DRD1,ARHGAP19-SLIT1,FAM220A,PDS5A,KIF3C,ST7-AS1,CEP76,TRIO,ORAI2,LINC03072,USP35,TMEM147-AS1,TFE3
TCF20,CIRBP,SRRM2-AS1,DRD1,RANBP9,KCMF1,RALBP1,RANBP9,BLTP2,ASB16-AS1,TTC23-AS1,USP35,NPY1R,NPY1R,RANBP9,USP35,RAPGEF1,DCST2,ARG2,POLG,S100B,ZNF662,CACNA1H,NHSL3,CELF4,YARS2,CACYBP
NT5C,CLCN6,HUS1,ARL10,MIRLET7IHG,CACNA1H,IRF2-DT,MIRLET7IHG,RANBP9,CCT5,PIP5K1C,RIC8B,NSMCE3,UHMK1,MIRLET7IHG,MIRLET7IHG,CEP76,USP35,SNX16,SIRT4,HEXIM1,CELF4,PIP5K1C,TRIO,INKA2,GNPNAT1,CGGBP1
C9orf40,CMTM4,CGGBP1,TCF20,BLTP2,TOP1,ZNF662,BLTP2,SENP3,TCF20,CMTM4,TMEM123-DT,NT5C,SIMC1,BLTP2,DCST2,CZIB,CEP76,CGGBP1,UHMK1,MIRLET7IHG,RFX3-DT,MSL1,EFNB2,CEP19,RANBP9,LRRN2
SRRM2-AS1,CNOT4,UBAP1,RAP1GAP2,DCST2,TMEM123-DT,AP1M1,DCST2,DRD1,MAST2,USP35,KIF21B,NTN5,NT5C,DCST2,IRF2-DT,MON1A,CCT5,KHDRBS3,FAM220A,NHSL3,IRF2-DT,LINC03072,LINC00467,PAN3-AS1,FOXK2,SNTB2
NMT1,CREB3L4,LINC03072,SNX27,CACNA1H,DRD1,PAN3-AS1,CACNA1H,RAPGEF1,ING1,SNX16,PRICKLE2,NUDT9,UBE2Q1,CACNA1H,NCKAP1,EFNB2,CCDC127,LINC03072,ARHGAP19-SLIT1,TTLL3,MBOAT7,TCF20,RNF31,SIRT4,BSN,NPEPPS
NUDT9,CRKL,TRIO,PGBD5,DNAJC27-AS1,BICD2,MAPK13,MAPK13,ANKMY1,CNOT4,ADCY9,CDK8,NUS1,GPR199P,DNAJC27-AS1,LINC03072,CCT5,TMEM243,TRIO,KCMF1,ARHGAP19-SLIT1,SNX16,HEXIM1,TRAPPC6A,PARLP2,KCMF1,ARMCX2
ASB16-AS1,CACNA1H,UHMK1,SRRM2-AS1,PRKAB1,HTR1E,ZNF280B,PMPCB,CREB3L4,SNX27,DYNLL1,PGBD5,ORAI2,SMIM14-DT,PRKAB1,BRPF3,ARMC9,NT5C,UHMK1,GPR199P,KHDRBS3,ATP1B3,CNOT4,MBOAT7,DUSP19,FBXO24,ANKMY1
RNF31,C1orf52,PPID,PNPLA6,MBD1,MON1A,MED21,POLG,PGBD5,LOC105376654,TCF20,HEXIM1,OTUD4,KCNK2,MBD1,TTC23-AS1,TCF20,TTLL3,PPID,LINC01102,SIRT4,BICD2,CACYBP,RALBP1,GPR199P,BICD2,BAG2
SIMC1,MARK4,SLC5A3,TOP1,PNRC2,YARS2,RFX3-DT,DNAJC27-AS1,CDK8,PHF23,PARLP2,SLC35F3,PAN3-AS1,ARG2,PNRC2,TMEM123-DT,FOXK2,XPO7,CCT2,IRF2-DT,UHMK1,MIRLET7IHG,CGGBP1,CREB3L4,NT5C,HTR1E,DCST2
AHSA1,C19orf48P,MBOAT7,MON1A,CCT2,NUDT9,CLCN6,MARK4,TMEM123-DT,EFNB2,SLC35F3,ARSK,PARLP2,SLC38A2,CCT2,FAM220A,CCDC191,BRPF3,MBOAT7,S100B,TTC23-AS1,NPEPPS,LRRN2,SNX16,ARG2,ANKMY1,TMEM123-DT
TRAPPC6A,AHSA1,SCN3A,C9orf40,CEP76,EFNB2,FOXK2,PRKAB1,TTLL3,CRKL,CREB3L4,PNRC2,PDS5A,DNAJC27-AS1,CEP76,H2AZ1,MSL1,H2AZ1,SCN3A,MBOAT7,RABIF,CTNND2,SNTB2,SAP130,CNOT4,PAN3-AS1,PHF23
ZNF662,ANKMY1,NIM1K,RANBP9,TNPO3,NHSL3,DNAJB6,CEP76,FBXO24,CBL,TRIM45,LINC03072,PFKP,ANKRD52,TNPO3,TRIO,PDS5A,NPAS2,NIM1K,LINC03072,ARG2,PDS5A,NPAS2,NPAS2,LINC03072,H2AZ1,MSL1
CGGBP1,ANKRD11,CDC6,ST7-AS1,KHDRBS3,H2AZ1,RAPGEF1,TNPO3,INKA2,NCAM1-AS2,NSMCE3,MAST2,PGBD5,BLTP2,KHDRBS3,GPR199P,CNOT4,DRD1,NPY1R,PDS5A,MBD1,DCST2,NPEPPS,H2AZ1,ZNF280B,SMIM14-DT,FPGS
ZNF280B,ANKRD52,TRAPPC6A,CCDC191,ZNF596,NCAM1-AS2,ANKMY1,KHDRBS3,KHDRBS3,SNTB2,LINC03072,ING1,PHF23,MBD1,ZNF596,CACYBP,TNPO3,ARHGAP19-SLIT1,TRAPPC6A,BSN,ZNF662,TOM1L1,ARMCX2,XPO7,NUDT9,CLCN6,PMPCB
NHSL3,AP1M1,ANKRD52,UBAP1,RN7SL832P,PAN3-AS1,ARMC9,ZNF596,ZNF596,BRPF3,MAST2,SNX27,PIK3R2,PIP5K1C,RN7SL832P,PIK3R2,BAG2,FAM220A,PRICKLE2,H2AZ1,ATP1B3,PRICKLE2,ANKMY1,TFE3,CACNA1H,CBL,PDS5A
PRKAB1,APOM,H2AZ1,RABIF,ST7-AS1,CACYBP,RAP1GAP2,RN7SL832P,RNF31,MON1A,APOM,LRRC57,PIP5K1C,ARHGAP19-SLIT1,ST7-AS1,PDS5A,SNTB2,RANBP9,H2AZ1,TMEM123-DT,IRF2-DT,NIM1K,DCST2,HECA,KIF21B,MED21,RABIF
SAMTOR,ARG2,SAP130,GOLPH3L,ARG2,MAPK13,NUS1,ST7-AS1,HECA,PARLP2,MED21,LOC105376654,PLPBP,RIC8B,ARG2,MBOAT7,LRRC57,IRF2-DT,SIRT4,SRRM2-AS1,XPO7,SRRM2-AS1,TMEM123-DT,CZIB,GPR63,FAM53C,NHSL3
NCKAP1,ARHGAP19-SLIT1,NPAS2,STAU1,IRF2-DT,ASB16-AS1,SMIM14-DT,ARG2,CHIC2,ADCY9,CGGBP1,EFNB2,PMPCB,TOP1,IRF2-DT,RANBP9,HECA,PMPCB,NPAS2,BRPF3,TMEM123-DT,INKA2,PHF23,DYNLL1,SMIM14-DT,MAST2,KCMF1
TRIM45,ARHGAP35,TRIM45,DYNLL1,CREB3L4,ACTN1,ST7-AS1,IRF2-DT,C1orf52,NUDT9,MBOAT7,CBL,PNPLA6,KIF3C,CREB3L4,TMEM243,ARHGAP19-SLIT1,PIP5K1C,UBE2Q1,NCAM1-AS2,RANBP9,FPGS,FPGS,ZNF662,TTC23-AS1,LOC105376654,FBXO24
KLHL29,ARL10,FAM53C,GID4,INKA2,NMT1,LINC03072,PNRC2,SLC35F3,RNF31,CHIC2,NCAM1-AS2,PNRC2,USP35,INKA2,MON1A,LRRN2,CGGBP1,RSPO3,TRIO,PIP5K1C,TMEM123-DT,RABIF,PNRC2,KCMF1,UHMK1,NUDT9
CDC6,ARMC9,HTR1E,NCKAP1,PGBD5,CCT5,CGGBP1,CREB3L4,PNRC2,STAU1,SEPTIN7-DT,SNTB2,POLG,ANKMY1,PGBD5,NCAM1-AS2,RANBP9,TCF20,HTR1E,MSL1,BRPF3,RALBP1,PMPCB,CCDC127,AHSA1,S100B,PIK3R2
LINC-PINT,ARMCX2,ARL10,YARS2,CDK8,UNC5A,HUS1,PGBD5,CCT8,MLLT3,DNAJC27-AS1,BRPF3,PPID,MSL1,CDK8,NMT1,TMEM123-DT,CMTM4,ARL10,MON1A,ANKMY1,HEXIM1,PDS5A,CCT2,CBL,STAU1,MIRLET7IHG
FBXO24,ARSK,UBE2Q1,NPEPPS,TMEM123-DT,NUS1,SRRM2-AS1,CDK8,RAP1GAP2,OTUD4,INKA2,MON1A,PPP6R1,CZIB,TMEM123-DT,RAP1GAP2,USP35,SENP3,POLG,MIRLET7IHG,CDK8,RANBP9,NHSL3,USP35,CGGBP1,PIP5K1C,LRRC57
SCN3A,ASB16-AS1,XPO7,CCT8,CZIB,BLTP2,CCDC191,TMEM123-DT,SLC38A2,PPP6R1,CBL,PARLP2,PRICKLE2,FGFR1OP2,CZIB,BSN,NCAM1-AS2,TMEM123-DT,TTC23-AS1,USP35,FAM220A,GPR199P,FBXO24,NT5C,PHF23,ADCY9,BLTP2
SENP3,ATP1B3,TOP1,CREB3L4,FBXO24,MRPS6,MIOS-DT,CZIB,CHD3,LINC02607,BRD9,ORAI2,PRKAB1,TNPO3,FBXO24,TTLL3,ZNF596,PRICKLE2,DNAJC27-AS1,TTC23-AS1,MON1A,SEPTIN7-DT,KCMF1,UBE2Q1,ACTN1,SNX27,SCN3A
FILIP1L,BAG2,S100B,SENP3,TTBK1,XPO7,MON1A,FBXO24,USP35,ARMCX2,CNOT4,C19orf48P,RABIF,HTR1E,TTBK1,PRICKLE2,BRPF3,LINC03072,CEP76,DCST2,CREB3L4,CGGBP1,NUDT9,GPR199P,SLC35F3,XPO7,KIF21B
XPA,BICD2,PIP5K1C,PHF23,TTLL3,TMEM147-AS1,BRPF3,TTBK1,RIC8B,GNPNAT1,ARG2,SRRM2-AS1,RALBP1,MED21,TTLL3,FBXO24,SIRT4,BICD2,PIP5K1C,RANBP9,LINC03072,POLG,BSN,SMIM14-DT,TTLL3,ST7-AS1,NPAS2
RANBP9,BLTP2,SMIM14-DT,ASB16-AS1,ANKMY1,TRAPPC6A,NCAM1-AS2,TTLL3,RPRM,CEP19,BAG2,TCF20,RANBP9,TOM1L1,ANKMY1,CGGBP1,INKA2,HTR1E,SMIM14-DT,XPO7,INKA2,LINC01102,BLTP2,ARG2,MIRLET7IHG,ACTN1,TRAPPC6A
KHDRBS3,BRD9,FPGS,DNAJB6,RAPGEF1,TCF20,SIMC1,ANKMY1,KIF21B,CSNK2A2,DNAJB6,CCT5,RAP1GAP2,TFE3,RAPGEF1,ARG2,CELF4,ZNF280B,FPGS,NPEPPS,FBXO24,FBXO24,PIK3R2,DNAJC27-AS1,PMPCB,MBOAT7,TMEM243
EFNB2,BRPF3,FGFR1OP2,UNC5A,MAPK13,ELAVL1,LOC105376654,RAPGEF1,NMT1,FAM171A2,IRF2-DT,ASB16-AS1,RAPGEF1,ELAVL1,MAPK13,INKA2,BSN,DYNLL1,FGFR1OP2,FPGS,KIF21B,TTC23-AS1,IRF2-DT,BLTP2,MLLT3,NPAS2,BRPF3
UBE2Q1,BSN,BAG2,FGFR1OP2,PMPCB,CCDC127,SNX27,INKA2,HEXIM1,RABIF,C1orf52,DUSP19,RFX3-DT,PLPBP,PMPCB,XPO7,UHMK1,SMIM14-DT,BAG2,CELF4,KCMF1,TRIM45,MIRLET7IHG,PIP5K1C,CCT5,CSNK2A2,CBL
MIRLET7IHG,CSNK2A2,MSL1,NUS1,PAN3-AS1,CEP76,MAST2,MBD1,KCMF1,RHOT1,SRRM2-AS1,MLLT3,RHOT1,SIRT4,PAN3-AS1,PIP5K1C,SENP3,MBD1,MSL1,PIP5K1C,TRIO,PPID,LRRC57,MBD1,CDK8,SRRM2-AS1,ZNF662
KCMF1,CTNND2,C1orf52,PMPCB,MARK4,APOM,TCF20,PAN3-AS1,KLHL29,DUSP19,GPR199P,PPP6R1,RIC8B,PAN3-AS1,MARK4,AHSA1,TRIO,CDK8,C1orf52,TMEM243,PDS5A,ARG2,SCN3A,ARHGAP19-SLIT1,CACYBP,TRIO,CCDC127
CHD3,CZIB,RANBP9,KCNK2,PLPBP,SEPTIN7-DT,CCT5,FAM220A,NUS1,PIK3R2,LRRC57,ARMCX2,RN7SL832P,SCN3A,PLPBP,MSL1,H2AZ1,PNRC2,RANBP9,CGGBP1,MBOAT7,NPAS2,KIF21B,RIC8B,SNX27,TTLL3,NCAM1-AS2
CCDC127,DCST2,BLTP2,SCN3A,ARHGAP19-SLIT1,INKA2,MAFG,RSPO3,ZNF662,CMTM4,ST7-AS1,CEP19,RNF31,KIF21B,ARHGAP19-SLIT1,KCMF1,TTC23-AS1,SLC35F3,BLTP2,INKA2,PMPCB,CACNA1H,TRAPPC6A,LINC01102,EFNB2,PMPCB,GPR63
TMEM243,HUS1,DNAJC27-AS1,NHSL3,ZNF280B,TTC23-AS1,ADCY9,PLPBP,AP1M1,GID4,PIK3R2,CSNK2A2,RPRM,LINC-PINT,ZNF280B,CELF4,CREB3L4,MON1A,HEXIM1,CACYBP,NCAM1-AS2,HTR1E,BRPF3,TOP1,SRRM2-AS1,IRF2-DT,IRF2-DT
NCAM1-AS2,ING1,MBD1,CEP76,CHD3,KHDRBS3,RABIF,ZNF280B,MED21,YARS2,ARSK,STAU1,RSPO3,POLG,CHD3,NPEPPS,PGBD5,FOXK2,MBD1,FOXK2,GPR199P,USP35,NCAM1-AS2,KIF3C,BICD2,TCF20,ARL10
POLG,INKA2,ZNF596,H2AZ1,USP35,CZIB,TMEM147-AS1,CHD3,RFX3-DT,ACTN1,UHMK1,PIK3R2,S100B,TMEM243,USP35,SENP3,CDK8,C9orf40,ZNF596,FBXO24,H2AZ1,TMEM243,TMEM243,ANKMY1,FPGS,CCT5,CDK8
PIK3R2,IRF2-DT,ST7-AS1,ZNF596,RIC8B,ARG2,ACTN1,USP35,ARHGAP19-SLIT1,TMEM147-AS1,TMEM243,MAFG,SAMTOR,ZNF596,RIC8B,CDK8,DNAJB6,TRIM45,ST7-AS1,ARG2,LINC01102,SENP3,CCDC127,MSL1,HTR1E,BAG2,CEP76
KIF21B,KCMF1,IRF2-DT,ARMCX2,RPRM,CLCN6,YARS2,RIC8B,TMEM243,ORAI2,TOP1,CMTM4,SAP130,CCT2,RPRM,GPR63,SRRM2-AS1,FBXO24,IRF2-DT,SENP3,BSN,GPR63,CBL,TNPO3,BRPF3,DYNLL1,SMIM14-DT
S100B,KCNK2,CREB3L4,KCMF1,KIF21B,HUS1,CMTM4,KIF21B,SEPTIN7-DT,C19orf48P,NUDT9,ACTN1,SCN3A,CCDC127,KIF21B,HTR1E,CCDC127,NCAM1-AS2,CREB3L4,TTLL3,SENP3,MON1A,GPR63,HTR1E,TCF20,LINC03072,KLHL29
CREB3L4,KHDRBS3,PGBD5,ANKMY1,NMT1,FOXK2,PIK3R2,NMT1,SIRT4,SRRM2-AS1,KIF21B,RABIF,SENP3,LINC01102,NMT1,FOXK2,GPR63,KHDRBS3,PGBD5,GPR63,MSL1,NCKAP1,ARL10,MED21,DCST2,NT5C,ARG2
BICD2,KIF21B,CDK8,KLHL1,PRICKLE2,PDS5A,RHOT1,PRICKLE2,PDS5A,CACYBP,ING1,NUDT9,SEPTIN7-DT,C1orf52,PRICKLE2,FPGS,NPAS2,BLTP2,CDK8,BICD2,DNAJB6,S100B,CDK8,TOM1L1,TRAPPC6A,TRIM45,PAN3-AS1
MRPS6,KIF3C,TMEM123-DT,ORAI2,HEXIM1,AP1M1,FAM171A2,HEXIM1,ATP1B3,TTC23-AS1,LOC105376654,PHF23,SIMC1,NCKAP1,HEXIM1,ANKMY1,ARG2,ST7-AS1,TMEM123-DT,CDK8,NPEPPS,CACYBP,PRICKLE2,ELAVL1,TOP1,KIF21B,HTR1E
SLC5A3,KLHL1,FBXO24,LINC03072,TMEM243,MED21,STAU1,TMEM243,FAM220A,NSMCE3,RABIF,ADCY9,SIRT4,TTC23-AS1,TMEM243,LINC01102,TMEM243,TRAPPC6A,FBXO24,CCDC127,CGGBP1,FOXK2,FOXK2,DRD1,C19orf48P,CCDC127,NIM1K
